"1007,1446",4
"1007,1642",20
"1007,1642,1705",2
"1007,1658",2
"1007,1658,1705",1
"1007,1705",97
"1007,1705,1766",1
"1007,1705,1924",1
"1007,1705,1932",1
"1007,1709",2
"1007,1710",9
"1007,1710,1932",2
"1007,1766",41
"1007,1766,1924",3
"1007,1774",4
"1007,1783",3
"1007,1804",1
"1007,1924",26
"1007,1932",34
1008,2379
"1008,1103",69
"1008,1103,1263",34
"1008,1103,1263,1331",6
"1008,1103,1263,1331,1709",1
"1008,1103,1263,1331,1784",1
"1008,1103,1263,1331,1883",1
"1008,1103,1263,1456",1
"1008,1103,1263,1709",4
"1008,1103,1263,1709,1784",2
"1008,1103,1263,1709,1883",1
"1008,1103,1263,1784",2
"1008,1103,1263,1784,1883",1
"1008,1103,1263,1883",3
"1008,1103,1331",21
"1008,1103,1331,1709",1
"1008,1103,1331,1709,1784",1
"1008,1103,1331,1709,1883",1
"1008,1103,1331,1784",1
"1008,1103,1331,1784,1883",1
"1008,1103,1331,1883",2
"1008,1103,1456",1
"1008,1103,1709",4
"1008,1103,1709,1784",2
"1008,1103,1709,1784,1883",1
"1008,1103,1709,1883",1
"1008,1103,1784",2
"1008,1103,1784,1883",1
"1008,1103,1883",5
"1008,1263",912
"1008,1263,1331",77
"1008,1263,1331,1446",2
"1008,1263,1331,1709",1
"1008,1263,1331,1709,1784",1
"1008,1263,1331,1709,1883",1
"1008,1263,1331,1784",3
"1008,1263,1331,1784,1883",2
"1008,1263,1331,1874",1
"1008,1263,1331,1874,1883",1
"1008,1263,1331,1883",18
"1008,1263,1446",9
"1008,1263,1446,1709",1
"1008,1263,1456",12
"1008,1263,1456,1709",1
"1008,1263,1456,1883",3
"1008,1263,1518",1
"1008,1263,1518,1911",1
"1008,1263,1709",47
"1008,1263,1709,1784",2
"1008,1263,1709,1784,1883",1
"1008,1263,1709,1883",4
"1008,1263,1784",8
"1008,1263,1784,1883",2
"1008,1263,1874",2
"1008,1263,1874,1883",1
"1008,1263,1883",145
"1008,1263,1911",2
"1008,1331",198
"1008,1331,1446",4
"1008,1331,1456",1
"1008,1331,1709",4
"1008,1331,1709,1784",1
"1008,1331,1709,1784,1883",1
"1008,1331,1709,1883",2
"1008,1331,1784",3
"1008,1331,1784,1883",2
"1008,1331,1874",1
"1008,1331,1874,1883",1
"1008,1331,1883",39
"1008,1446",15
"1008,1446,1709",3
"1008,1456",46
"1008,1456,1518",3
"1008,1456,1709",3
"1008,1456,1784",1
"1008,1456,1883",3
"1008,1518",6
"1008,1518,1709",1
"1008,1518,1911",1
"1008,1709",98
"1008,1709,1784",4
"1008,1709,1784,1883",1
"1008,1709,1883",7
"1008,1766",1
"1008,1784",17
"1008,1784,1883",2
"1008,1874",2
"1008,1874,1883",1
"1008,1883",256
"1008,1911",4
"1008,1924",2
1009,2612
"1009,1131",7
"1009,1131,1322",1
"1009,1230",282
"1009,1230,1322",197
"1009,1230,1322,1747",22
"1009,1230,1747",26
"1009,1322",1382
"1009,1322,1642",1
"1009,1322,1647",1
"1009,1322,1747",158
"1009,1322,1953",1
"1009,1446",1
"1009,1642",2
"1009,1647",3
"1009,1747",251
"1009,1953",1
101,1868
"101,1361",2
"101,458",174
"101,458,1361",1
"101,458,727",39
"101,727",293
1010,4615
"1010,1111",2254
"1010,1111,1124",49
"1010,1111,1124,1400",1
"1010,1111,1124,1704",1
"1010,1111,1400",26
"1010,1111,1400,1704",1
"1010,1111,1704",21
"1010,1124",86
"1010,1124,1400",3
"1010,1124,1704",2
"1010,1400",48
"1010,1400,1704",1
"1010,1658",1
"1010,1704",26
1011,3782
"1011,1434",1
"1011,1446",24
"1011,1446,1875",1
"1011,1460",35
"1011,1460,1843",18
"1011,1705",14
"1011,1843",369
"1011,1875",20
"1011,1953",3
1012,3769
"1012,1194",2038
"1012,1194,1704",59
"1012,1704",90
1013,1957
"1013,1439",76
"1013,1439,1704",1
"1013,1704",1
1014,2055
1015,1809
"1015,1104",27
"1015,1104,1628",9
"1015,1628",211
1016,2880
"1016,1112",91
"1016,1112,1578",17
"1016,1112,1578,1771",7
"1016,1112,1578,1938",2
"1016,1112,1771",31
"1016,1112,1771,1938",8
"1016,1112,1771,1963",1
"1016,1112,1783",1
"1016,1112,1938",16
"1016,1112,1963",3
"1016,1578",318
"1016,1578,1771",51
"1016,1578,1771,1938",8
"1016,1578,1771,1938,1963",1
"1016,1578,1771,1963",4
"1016,1578,1783",6
"1016,1578,1783,1938",2
"1016,1578,1783,1938,1963",1
"1016,1578,1783,1963",1
"1016,1578,1938",27
"1016,1578,1938,1963",4
"1016,1578,1963",34
"1016,1771",369
"1016,1771,1783",3
"1016,1771,1938",47
"1016,1771,1938,1963",1
"1016,1771,1963",26
"1016,1783",108
"1016,1783,1938",17
"1016,1783,1938,1963",2
"1016,1783,1963",15
"1016,1938",232
"1016,1938,1963",19
"1016,1963",228
1017,6095
"1017,1060",22
"1017,1060,1191",2
"1017,1060,1446",1
"1017,1116",516
"1017,1116,1446",2
"1017,1175",89
"1017,1191",17
"1017,1235",28
"1017,1235,1595",7
"1017,1279",452
"1017,1279,1446",5
"1017,1446",64
"1017,1446,1595",1
"1017,1446,1783",1
"1017,1495",47
"1017,1595",178
"1017,1766",2
"1017,1783",9
"1017,1862",5
"1017,1875",2
"1017,1924",3
1018,2495
"1018,1063",23
"1018,1063,1435",3
"1018,1063,1435,1783",1
"1018,1063,1769",1
"1018,1063,1783",2
"1018,1114",2
"1018,1282",2
"1018,1282,1783",1
"1018,1314",19
"1018,1314,1435",2
"1018,1314,1435,1783",1
"1018,1314,1783",9
"1018,1435",183
"1018,1435,1783",51
"1018,1435,1934",2
"1018,1658",1
"1018,1658,1783",1
"1018,1769",8
"1018,1769,1783",1
"1018,1783",461
"1018,1783,1862",6
"1018,1783,1867",14
"1018,1783,1867,1927",1
"1018,1783,1867,1927,1934",1
"1018,1783,1867,1934",4
"1018,1783,1927",6
"1018,1783,1927,1934",1
"1018,1783,1934",21
"1018,1862",17
"1018,1867",51
"1018,1867,1927",2
"1018,1867,1927,1934",1
"1018,1867,1934",6
"1018,1886",16
"1018,1927",16
"1018,1927,1934",3
"1018,1934",59
"1018,1992",21
1019,1986
"1019,1635",1040
"1019,1635,1783",2
"1019,1783",3
102,17059
"102,1022",172
"102,1022,1076",13
"102,1022,1220",6
"102,1022,1454",7
"102,1022,1590",1
"102,1076",1248
"102,1076,1220",73
"102,1076,1220,1879",1
"102,1076,1267",78
"102,1076,1341",51
"102,1076,1341,1484",1
"102,1076,1341,1560",14
"102,1076,1454",38
"102,1076,1484",31
"102,1076,1504",1
"102,1076,1516",2
"102,1076,1560",26
"102,1076,1590",4
"102,1076,1658",1
"102,1076,1687",4
"102,1076,1879",15
"102,1076,1908",62
"102,1108",8
"102,1220",620
"102,1220,1454",5
"102,1220,1590",8
"102,1220,1879",5
"102,1267",1294
"102,1341",275
"102,1341,1484",5
"102,1341,1560",90
"102,1454",365
"102,1454,1590",5
"102,1484",998
"102,1484,1516",2
"102,1504",22
"102,1516",469
"102,1560",163
"102,1590",50
"102,1590,1687",1
"102,1590,1879",2
"102,1658",4
"102,1687",27
"102,1687,1879",1
"102,1719",3
"102,1879",228
"102,1908",899
"102,485",11
"102,485,486",1
"102,485,971",1
"102,486",94
"102,486,1022",1
"102,486,1076",7
"102,486,1076,1220",1
"102,486,1220",9
"102,486,1220,1454",1
"102,486,1454",1
"102,486,1590",2
"102,486,879",3
"102,486,916",21
"102,486,916,1076",3
"102,486,916,1220",1
"102,486,916,1590",1
"102,486,933",2
"102,510",4
"102,510,1076",1
"102,510,1076,1220",1
"102,510,1220",1
"102,549",20
"102,549,1454",2
"102,549,1590",3
"102,549,1879",2
"102,549,746",1
"102,549,746,916",1
"102,549,785",2
"102,549,785,916",2
"102,549,879",3
"102,549,879,916",2
"102,549,916",12
"102,549,916,1454",2
"102,549,916,1590",1
"102,549,916,1879",2
"102,746",5
"102,746,916",1
"102,785",132
"102,785,1076",8
"102,785,1220",3
"102,785,1590",2
"102,785,916",65
"102,785,916,1076",4
"102,785,916,1590",2
"102,879",329
"102,879,1022",12
"102,879,1022,1076",2
"102,879,1022,1220",1
"102,879,1022,1454",1
"102,879,1076",23
"102,879,1076,1454",1
"102,879,1220",26
"102,879,1220,1590",1
"102,879,1454",34
"102,879,1590",1
"102,879,916",107
"102,879,916,1022",5
"102,879,916,1022,1076",1
"102,879,916,1022,1220",1
"102,879,916,1076",7
"102,879,916,1220",15
"102,879,916,1454",7
"102,916",2156
"102,916,1022",43
"102,916,1022,1076",3
"102,916,1022,1220",2
"102,916,1022,1454",2
"102,916,1022,1590",1
"102,916,1076",332
"102,916,1076,1220",24
"102,916,1076,1454",15
"102,916,1076,1590",1
"102,916,1076,1687",2
"102,916,1076,1879",4
"102,916,1108",1
"102,916,1220",176
"102,916,1220,1454",2
"102,916,1220,1590",2
"102,916,1220,1879",1
"102,916,1454",161
"102,916,1454,1590",4
"102,916,1504",6
"102,916,1590",19
"102,916,1590,1687",1
"102,916,1590,1879",1
"102,916,1687",3
"102,916,1719",1
"102,916,1879",116
"102,916,933",4
"102,916,933,1220",1
"102,916,971",1
"102,933",21
"102,933,1076",1
"102,933,1220",2
"102,933,1267",1
"102,933,1504",1
"102,971",9
"102,971,1341",1
"102,971,1908",1
1020,1976
"1020,1164",48
"1020,1164,1321",5
"1020,1164,1783",1
"1020,1321",128
"1020,1321,1465",1
"1020,1465",6
"1020,1783",8
1021,2505
"1021,1926",36
1022,15944
"1022,1033",240
"1022,1033,1220",2
"1022,1033,1220,1797",1
"1022,1033,1443",11
"1022,1033,1783",16
"1022,1033,1797",14
"1022,1034",171
"1022,1034,1970",106
"1022,1046",110
"1022,1046,1527",2
"1022,1046,1655",2
"1022,1046,1783",7
"1022,1075",95
"1022,1075,1262",5
"1022,1075,1262,1476",2
"1022,1075,1262,1792",1
"1022,1075,1262,1970",1
"1022,1075,1476",43
"1022,1075,1476,1792",1
"1022,1075,1476,1792,1970",1
"1022,1075,1476,1970",6
"1022,1075,1792",5
"1022,1075,1792,1970",1
"1022,1075,1970",13
"1022,1076",50
"1022,1076,1454",2
"1022,1125",65
"1022,1125,1682",5
"1022,1125,1970",15
"1022,1155",139
"1022,1155,1655",66
"1022,1184",61
"1022,1184,1970",9
"1022,1218",81
"1022,1218,1525",26
"1022,1218,1525,1655",7
"1022,1218,1525,1758",1
"1022,1218,1655",20
"1022,1218,1655,1783",2
"1022,1218,1758",1
"1022,1218,1783",6
"1022,1220",180
"1022,1220,1443",11
"1022,1220,1454",4
"1022,1220,1590",3
"1022,1220,1797",1
"1022,1220,1970",25
"1022,1262",40
"1022,1262,1476",11
"1022,1262,1476,1970",2
"1022,1262,1792",3
"1022,1262,1970",6
"1022,1286",31
"1022,1340",120
"1022,1361",91
"1022,1361,1374",1
"1022,1361,1970",7
"1022,1370",76
"1022,1370,1435",8
"1022,1370,1435,1970",1
"1022,1370,1970",13
"1022,1374",235
"1022,1423",1487
"1022,1423,1694",13
"1022,1426",88
"1022,1427",1
"1022,1435",278
"1022,1435,1970",42
"1022,1443",587
"1022,1443,1783",48
"1022,1443,1797",1
"1022,1454",520
"1022,1454,1719",3
"1022,1476",190
"1022,1476,1792",13
"1022,1476,1792,1970",1
"1022,1476,1970",25
"1022,1487",346
"1022,1487,1970",94
"1022,1525",119
"1022,1525,1655",29
"1022,1525,1655,1783",1
"1022,1525,1758",1
"1022,1525,1783",5
"1022,1527",25
"1022,1527,1783",2
"1022,1549",135
"1022,1549,1970",24
"1022,1590",16
"1022,1590,1970",2
"1022,1631",175
"1022,1631,1970",21
"1022,1655",760
"1022,1655,1662",51
"1022,1655,1665",15
"1022,1655,1733",11
"1022,1655,1758",1
"1022,1655,1783",51
"1022,1655,1933",24
"1022,1658",7
"1022,1662",88
"1022,1665",77
"1022,1682",192
"1022,1682,1970",29
"1022,1687",2
"1022,1691",34
"1022,1691,1970",1
"1022,1694",74
"1022,1704",16
"1022,1719",121
"1022,1733",60
"1022,1758",22
"1022,1758,1783",1
"1022,1783",1071
"1022,1792",29
"1022,1792,1970",2
"1022,1797",76
"1022,1799",10
"1022,1854",88
"1022,1854,1970",17
"1022,1898",90
"1022,1915",101
"1022,1919",2
"1022,1933",48
"1022,1970",2385
"1022,1970,1975",11
"1022,1970,1995",61
"1022,1975",67
"1022,1995",345
1023,5395
"1023,1142",249
"1023,1142,1727",166
"1023,1142,1727,1942",77
"1023,1142,1727,1942,1979",3
"1023,1142,1727,1979",9
"1023,1142,1942",112
"1023,1142,1942,1979",6
"1023,1142,1979",21
"1023,1727",2792
"1023,1727,1942",1792
"1023,1727,1942,1979",169
"1023,1727,1979",286
"1023,1942",3620
"1023,1942,1979",351
"1023,1979",556
1024,4950
"1024,1287",611
"1024,1287,1446",1
"1024,1287,1518",132
"1024,1287,1518,1874",59
"1024,1287,1518,1874,1953",2
"1024,1287,1518,1953",6
"1024,1287,1874",171
"1024,1287,1874,1953",5
"1024,1287,1953",16
"1024,1446",30
"1024,1446,1518",6
"1024,1446,1518,1674",1
"1024,1446,1518,1874",2
"1024,1446,1674",1
"1024,1446,1874",6
"1024,1518",780
"1024,1518,1674",8
"1024,1518,1766",1
"1024,1518,1766,1874",1
"1024,1518,1874",217
"1024,1518,1874,1911",1
"1024,1518,1874,1953",4
"1024,1518,1911",3
"1024,1518,1953",25
"1024,1658",1
"1024,1658,1874",1
"1024,1674",69
"1024,1674,1874",4
"1024,1674,1911",1
"1024,1766",2
"1024,1766,1874",1
"1024,1774",4
"1024,1874",868
"1024,1874,1911",1
"1024,1874,1953",10
"1024,1911",5
"1024,1953",85
1025,1838
"1025,1117",5
"1025,1117,1811",1
"1025,1268",2
"1025,1268,1811",1
"1025,1492",27
"1025,1492,1811",3
"1025,1704",4
"1025,1704,1811",1
"1025,1811",533
1026,3954
"1026,1314",2
"1026,1362",1
"1026,1362,1621",1
"1026,1362,1621,1823",1
"1026,1362,1823",1
"1026,1621",594
"1026,1621,1783",13
"1026,1621,1783,1823",4
"1026,1621,1823",189
"1026,1783",45
"1026,1783,1823",6
"1026,1823",464
"1026,1998",6
1027,2601
"1027,1282",51
"1027,1282,1872",8
"1027,1362",1
"1027,1783",15
"1027,1783,1872",2
"1027,1872",67
1028,2320
"1028,1446",75
"1028,1446,1709",46
"1028,1446,1774",1
"1028,1709",752
"1028,1709,1911",12
"1028,1709,1924",1
"1028,1766",2
"1028,1774",2
"1028,1911",26
"1028,1924",4
1029,2176
"1029,1704",27
103,2183
1030,1838
"1030,1062",1
"1030,1129",19
"1030,1278",1
"1030,1361",29
"1030,1361,1614",1
"1030,1361,1791",1
"1030,1361,1826",1
"1030,1411",9
"1030,1411,1826",2
"1030,1443",207
"1030,1526",1
"1030,1614",13
"1030,1614,1791",1
"1030,1691",8
"1030,1764",1
"1030,1791",111
"1030,1826",38
1031,2490
"1031,1446",5
"1031,1446,1642",1
"1031,1447",52
"1031,1447,1856",1
"1031,1642",15
"1031,1856",14
"1031,1953",24
1032,1862
"1032,1038",11
"1032,1038,1928",1
"1032,1130",7
"1032,1130,1928",3
"1032,1282",2
"1032,1282,1928",1
"1032,1704",2
"1032,1783",4
"1032,1928",634
1033,3789
"1033,1220",27
"1033,1220,1443",2
"1033,1220,1797",5
"1033,1443",180
"1033,1443,1783",12
"1033,1443,1797",6
"1033,1783",194
"1033,1797",221
1034,3503
"1034,1970",1761
1035,1837
"1035,1895",2
1036,2161
"1036,1361",1
"1036,1691",2
"1036,1783",302
1037,2482
"1037,1706",513
"1037,1706,1783",29
"1037,1783",127
1038,13922
"1038,1084",15
"1038,1084,1928",4
"1038,1087",3
"1038,1117",90
"1038,1117,1282",2
"1038,1117,1362",1
"1038,1117,1704",3
"1038,1117,1783",1
"1038,1117,1895",1
"1038,1123",1145
"1038,1123,1178",3
"1038,1123,1178,1632",1
"1038,1123,1427",5
"1038,1123,1427,1591",2
"1038,1123,1427,1591,1632",1
"1038,1123,1427,1632",1
"1038,1123,1591",136
"1038,1123,1591,1632",78
"1038,1123,1632",485
"1038,1123,1632,1799",2
"1038,1123,1704",10
"1038,1123,1799",2
"1038,1123,1895",1
"1038,1127",23
"1038,1127,1704",2
"1038,1127,1928",3
"1038,1130",8
"1038,1178",18
"1038,1178,1632",4
"1038,1208",368
"1038,1208,1217",4
"1038,1208,1217,1472",1
"1038,1208,1472",7
"1038,1208,1692",15
"1038,1208,1895",2
"1038,1208,1926",32
"1038,1208,1976",5
"1038,1217",453
"1038,1217,1472",1
"1038,1217,1926",101
"1038,1246",39
"1038,1246,1704",2
"1038,1246,1783",1
"1038,1282",24
"1038,1282,1704",1
"1038,1282,1783",2
"1038,1314",18
"1038,1314,1704",2
"1038,1314,1704,1783",1
"1038,1314,1783",5
"1038,1362",1
"1038,1427",24
"1038,1427,1591",6
"1038,1427,1591,1632",1
"1038,1427,1632",2
"1038,1446",69
"1038,1446,1774",1
"1038,1466",2
"1038,1472",15
"1038,1472,1926",1
"1038,1508",608
"1038,1508,1724",171
"1038,1508,1724,1926",21
"1038,1508,1926",116
"1038,1535",79
"1038,1535,1704",19
"1038,1535,1783",1
"1038,1591",463
"1038,1591,1632",277
"1038,1591,1704",1
"1038,1632",1405
"1038,1632,1704",7
"1038,1632,1799",2
"1038,1692",55
"1038,1692,1926",3
"1038,1704",327
"1038,1704,1783",13
"1038,1704,1895",3
"1038,1704,1928",1
"1038,1724",680
"1038,1724,1926",183
"1038,1766",26
"1038,1774",8
"1038,1774,1924",1
"1038,1783",183
"1038,1783,1895",1
"1038,1799",7
"1038,1825",1101
"1038,1825,1895",4
"1038,1825,1895,1926",1
"1038,1825,1926",221
"1038,1875",2
"1038,1895",86
"1038,1895,1924",1
"1038,1895,1926",21
"1038,1924",33
"1038,1926",1403
"1038,1928",23
"1038,1976",8
1039,2074
"1039,1044",181
"1039,1044,1628",11
"1039,1628",53
104,2454
"104,1013",184
"104,1013,1439",3
"104,1439",138
"104,240",1005
"104,240,1013",70
"104,240,1013,1439",3
"104,240,1439",98
"104,240,274",98
"104,240,274,1439",9
"104,240,274,389",87
"104,240,274,389,1439",8
"104,240,274,389,643",1
"104,240,274,643",1
"104,240,389",945
"104,240,389,1013",68
"104,240,389,1013,1439",3
"104,240,389,1439",91
"104,240,389,643",24
"104,240,389,643,1439",9
"104,240,643",25
"104,240,643,1439",9
"104,274",217
"104,274,1439",13
"104,274,389",180
"104,274,389,1439",11
"104,274,389,643",1
"104,274,643",1
"104,389",2055
"104,389,1013",168
"104,389,1013,1439",3
"104,389,1439",122
"104,389,643",29
"104,389,643,1439",13
"104,643",32
"104,643,1439",14
1040,2042
"1040,1446",1
"1040,1751",6
1041,25066
"1041,1049",1837
"1041,1049,1924",43
"1041,1109",39
"1041,1109,1208",1
"1041,1109,1857",1
"1041,1109,1924",3
"1041,1208",230
"1041,1208,1857",2
"1041,1208,1924",16
"1041,1428",1782
"1041,1428,1446",9
"1041,1428,1446,1924",1
"1041,1428,1924",45
"1041,1428,1953",3
"1041,1446",185
"1041,1446,1875",1
"1041,1446,1924",9
"1041,1449",1847
"1041,1449,1924",34
"1041,1472",1
"1041,1857",259
"1041,1857,1924",19
"1041,1875",3
"1041,1924",1224
"1041,1924,1965",17
"1041,1953",32
"1041,1965",1340
1042,2234
"1042,1518",520
"1042,1518,1911",1
"1042,1518,1912",28
"1042,1911",2
"1042,1912",85
1043,3935
"1043,1783",263
1044,2514
"1044,1628",237
1045,2004
"1045,1077",867
"1045,1077,1282",5
"1045,1077,1282,1765",2
"1045,1077,1765",281
"1045,1282",6
"1045,1282,1765",2
"1045,1765",425
1046,2379
"1046,1115",7
"1046,1115,1485",1
"1046,1218",3
"1046,1218,1655",1
"1046,1249",9
"1046,1406",2
"1046,1406,1783",1
"1046,1452",17
"1046,1485",11
"1046,1485,1783",1
"1046,1525",6
"1046,1525,1655",1
"1046,1525,1655,1783",1
"1046,1525,1783",1
"1046,1527",11
"1046,1527,1783",1
"1046,1607",2
"1046,1655",30
"1046,1655,1783",2
"1046,1704",11
"1046,1754",2
"1046,1758",16
"1046,1783",153
1047,3020
"1047,1131",11
"1047,1131,1322",8
"1047,1131,1322,1821",1
"1047,1131,1821",1
"1047,1230",334
"1047,1230,1322",257
"1047,1230,1322,1446",1
"1047,1230,1322,1642",1
"1047,1230,1322,1647",1
"1047,1230,1322,1747",11
"1047,1230,1322,1747,1821",1
"1047,1230,1322,1821",58
"1047,1230,1446",1
"1047,1230,1642",1
"1047,1230,1647",1
"1047,1230,1747",16
"1047,1230,1747,1821",3
"1047,1230,1821",72
"1047,1322",1975
"1047,1322,1446",4
"1047,1322,1446,1747",1
"1047,1322,1642",5
"1047,1322,1647",4
"1047,1322,1747",145
"1047,1322,1747,1821",30
"1047,1322,1821",349
"1047,1322,1875",2
"1047,1322,1953",2
"1047,1446",5
"1047,1446,1747",1
"1047,1642",6
"1047,1647",7
"1047,1747",209
"1047,1747,1821",46
"1047,1821",433
"1047,1875",2
"1047,1953",2
1048,1910
"1048,1501",1070
1049,3707
"1049,1924",64
105,1881
"105,1427",6
"105,1427,1988",4
"105,1704",2
"105,1704,1988",1
"105,1988",427
"105,313",47
"105,313,1427",1
"105,313,1427,1988",1
"105,313,1988",9
"105,340",1
"105,340,1988",1
"105,956",1
1050,2301
"1050,1103",8
"1050,1103,1331",3
"1050,1206",8
"1050,1206,1331",2
"1050,1331",55
"1050,1331,1446",2
"1050,1331,1518",6
"1050,1365",14
"1050,1365,1518",2
"1050,1446",47
"1050,1446,1518",7
"1050,1446,1911",1
"1050,1446,1912",3
"1050,1518",507
