1063,1769
602,1769
1895,512
1329,627
1911,1003
11,1003
1994,390
1953,1113
82,61
879,818
925,1698
1926,72
406,339
1704,817
156,817
1953,405
339,149
1524,1522
1706,773
1129,650
1723,900
527,529
1672,1564
373,1040
679,1498
258,1498
1435,1370
1658,906
1068,968
1977,708
1485,157
1997,137
849,137
1974,137
root,1011
1742,763
242,1386
1751,1386
1874,1515
1766,158
148,158
168,1696
1056,657
518,657
1271,657
1422,657
1658,414
700,414
1044,1039
1124,1620
229,820
1610,1056
1774,1440
1450,949
741,1043
1751,844
136,1623
290,1623
406,1623
1647,1623
879,1374
1286,1374
1322,857
1811,1025
288,171
1561,58
184,1182
1940,615
390,615
1186,615
1912,856
982,1610
1642,1610
655,780
749,780
1590,251
874,154
1282,154
875,628
455,1703
267,1703
1282,1130
956,1022
649,1898
1829,1781
956,1781
313,1439
1959,566
1587,566
971,1435
1628,1015
1104,1015
1783,1276
540,1393
1642,1393
82,1828
1587,1937
root,826
458,577
1361,458
1765,1045
1314,479
1895,355
1643,355
639,1890
527,1890
1978,1528
150,1939
1183,1939
756,732
1883,396
609,518
1230,1747
root,1333
1291,1212
249,1061
root,216
1044,75
1044,794
455,1872
1747,1009
686,1396
1147,1396
1883,1070
546,1070
1926,1943
227,1943
741,574
290,1213
783,1213
root,1924
root,590
340,834
1919,834
1242,259
1642,539
653,411
root,289
1709,1622
158,1622
1774,1622
1783,1314
1658,1387
root,1518
1704,1266
1333,1186
1581,219
root,344
82,959
154,706
494,770
783,770
546,770
1043,281
1244,147
1529,1566
249,1566
1153,829
1650,1931
1960,1931
477,338
336,337
root,570
31,448
1249,323
1017,1175
1457,1403
154,600
1364,1357
1766,923
899,923
1742,174
1470,432
956,544
486,788
229,193
875,523
993,1228
1621,595
1938,814
521,51
1862,442
313,851
1895,1952
35,1843
882,1843
1011,1843
875,1707
1001,560
949,864
1359,751
1621,1199
1784,1425
783,1425
158,166
993,166
root,664
1590,916
1687,916
874,300
1704,300
1153,1544
1104,666
791,1856
1446,791
133,548
114,548
1164,203
705,203
683,1246
1642,1625
1856,1625
985,1625
829,228
1587,228
1875,1446
1441,229
313,229
1228,1737
root,215
339,832
1769,1681
965,25
1379,831
1125,1682
817,1209
1344,1209
1701,1209
1003,1752
root,635
882,511
753,1114
110,1114
root,1581
1581,1467
1789,377
1658,1002
476,1604
817,412
root,62
821,688
458,821
root,942
1805,1530
933,1220
1672,1579
1658,1238
1562,1481
root,378
1571,1532
673,1502
1712,1980
1515,407
633,478
458,1990
86,1597
458,804
1783,804
root,440
1011,1710
486,1891
1953,1638
808,391
773,1037
477,42
566,165
133,425
249,1981
956,1628
339,1671
733,1494
485,1790
673,369
1386,1107
1708,1107
330,839
522,1093
609,1428
1041,1428
996,1905
649,729
915,897
818,771
852,771
1783,1683
1227,1683
root,1565
1642,1447
1856,1447
1174,1389
741,1640
639,1895
1783,386
454,386
819,205
1781,756
655,1145
1024,1287
1338,317
1124,679
818,1527
275,1527
300,1166
358,1185
1544,921
679,1702
298,1702
1604,1950
679,934
691,1427
756,1779
812,185
416,55
1111,1778
370,1778
874,1897
1708,1897
root,1668
root,537
1393,782
316,288
1938,843
1564,1832
1564,1216
674,1216
476,514
565,1559
132,1814
root,342
1628,1044
1561,1255
16,271
1635,576
664,576
1708,866
704,1529
1632,1591
1099,1312
1658,1674
1911,1674
595,1876
510,16
814,1639
1061,1521
994,759
1635,1601
741,252
844,943
810,151
671,532
514,532
1628,653
1208,588
1007,148
root,700
653,899
72,1627
458,133
1386,265
1050,71
1153,1158
1153,1273
1441,353
1435,1256
1658,1144
1758,1046
249,1302
1250,842
1924,597
673,776
1857,1364
109,301
267,1477
72,676
1136,745
844,500
514,500
1427,1123
1427,1988
340,1988
1783,1706
931,811
1275,1788
root,1917
311,1259
249,1576
1628,1576
1242,558
259,809
510,1956
1705,1956
1658,6
root,1577
1857,1109
875,1005
202,1271
1211,1748
985,1748
433,97
849,1138
1658,849
288,849
1542,1685
1658,697
518,697
1658,20
11,1065
1167,79
1167,860
429,1868
1895,1159
1981,1646
root,1433
1951,521
11,951
866,951
1897,951
1809,142
1658,838
1140,1510
1172,1510
1235,1595
1017,1595
1658,103
773,1723
1911,1723
root,1143
933,477
991,599
142,1669
1979,88
1344,27
1795,531
791,406
413,150
175,150
1211,233
root,1501
root,971
11,1371
994,494
875,1418
732,1539
1709,721
1456,721
462,1946
956,1074
1658,1073
1435,1177
998,938
1418,1948
229,999
804,1391
834,894
1749,894
1456,526
1658,543
1658,786
248,1969
root,1416
1579,1661
1926,96
249,96
1557,1250
595,1250
1111,1858
1714,1858
286,1725
1154,1725
1616,1151
1781,871
1746,1509
1337,1509
683,1982
569,1982
25,143
root,892
1182,1451
1086,1451
1940,1148
1186,1148
1231,648
1220,14
313,385
1076,261
99,540
507,846
510,973
1115,973
1783,741
336,324
519,800
315,1482
root,1496
1642,1647
1658,1337
328,1171
1171,1280
1628,1561
1107,452
843,880
99,880
705,929
1211,1352
509,114
479,559
200,1415
1246,1415
1246,932
1047,195
319,1319
34,993
1707,863
1872,743
706,743
1279,701
99,100
1386,1964
71,1365
48,1365
458,1614
818,1033
852,1033
629,979
203,1902
19,1902
1153,1902
root,240
34,1019
116,1972
1618,1497
1672,1618
313,237
1642,237
344,250
1658,1489
1208,1973
root,459
1741,1716
851,1960
1862,1606
319,1715
root,766
1658,1381
1789,1381
59,1381
1676,1511
985,1511
212,1824
437,1824
929,19
1076,520
1801,169
1704,1801
1142,1727
1431,1550
1765,1550
1329,1431
1017,1116
956,1342
862,280
334,1254
1672,698
1658,334
1253,319
705,319
821,447
741,447
1783,423
144,423
251,1968
271,1968
896,1968
251,1585
1280,1285
458,1379
622,683
956,335
547,262
492,132
537,1903
458,1755
1220,1755
1799,1567
1983,1448
300,583
1704,922
1658,1490
1546,456
1873,1714
1727,926
1873,926
600,989
1443,1401
1658,449
1751,1359
1658,722
572,175
946,310
1123,366
1880,607
458,439
313,610
788,610
818,1970
1970,915
647,162
643,1309
240,1309
131,81
1781,1809
1435,1809
root,709
1290,962
1465,891
929,1983
root,1984
630,952
1335,1935
731,580
1379,1962
1886,1962
704,1085
266,1021
root,1142
1761,1913
811,1798
1894,1798
1038,1087
1774,1087
638,536
758,10
1099,10
307,260
1500,507
1083,1863
993,1863
267,1375
1843,717
1658,231
1024,480
1674,480
598,1911
724,74
594,74
153,31
180,31
740,31
root,153
583,1429
298,1429
1129,1808
406,1252
3,1805
391,178
1352,312
1456,1810
1249,41
973,41
249,332
700,555
140,555
1562,1080
1503,121
1611,1232
1774,1232
1658,678
1124,564
1988,1654
1709,670
406,670
1774,670
971,1030
1705,1086
249,1086
1632,302
1466,302
1964,303
197,562
1635,1458
249,1693
root,639
939,762
741,1637
602,1278
35,1278
939,499
567,499
1913,1845
1111,1954
822,1537
804,1036
203,98
1783,1248
706,1855
492,547
34,789
1774,789
1124,840
946,1101
851,1101
486,1881
1246,1599
1895,297
1643,297
root,847
root,486
root,608
1124,1400
486,1485
1176,3
1976,878
510,724
1658,1513
227,699
249,699
1658,130
1439,941
1579,1880
673,876
875,374
1766,1774
1446,1774
874,1174
1316,1303
1900,948
1658,202
1704,1571
1150,1163
660,1163
788,275
1046,275
1375,1438
1435,490
393,854
4,416
1259,416
391,347
667,471
1956,1095
868,308
516,308
1164,1231
1443,1231
1164,1588
1443,1914
root,1800
root,1196
1561,1090
288,1088
1258,170
1704,488
1500,53
1545,819
576,467
775,467
1362,702
334,702
root,1345
1290,1991
476,1291
1330,978
1448,848
1770,848
1897,451
915,1125
1658,1593
1658,1613
249,1613
root,99
722,1760
847,167
875,1803
1799,691
597,995
1130,94
817,1726
1639,797
957,1512
root,294
1700,1921
826,1417
1227,1958
102,1484
1111,1239
1937,964
1783,710
1056,710
486,710
1041,1049
1038,865
1535,865
722,953
1789,953
1783,1934
1342,68
1635,998
458,727
455,612
648,1925
1799,1676
1017,1279
1485,1830
406,327
1658,1470
249,1470
898,1348
root,1592
1041,364
213,364
492,109
301,0
821,1717
1352,1240
540,1998
1026,1998
1988,1650
486,1115
212,749
437,749
root,263
1427,1001
1060,1191
458,1358
1805,736
821,1286
688,1407
544,673
560,433
119,913
1564,376
1124,495
1894,495
1124,1354
1124,1237
1548,1237
1895,1339
212,1834
437,1834
939,944
476,1578
507,642
1922,642
1194,329
1894,329
596,1692
577,1572
1422,870
106,525
1951,955
root,1822
1895,1224
1643,1224
1658,545
313,1150
249,1150
875,349
1211,1094
1123,1307
267,613
203,168
1950,1420
1392,587
1614,1257
828,1889
1124,258
741,502
1316,1421
476,1708
791,1953
462,1657
756,1277
1164,468
1076,468
323,1059
598,1083
172,1060
956,156
155,1183
175,1183
741,1777
root,935
1389,39
709,754
root,1227
203,183
468,183
1435,1886
1586,461
1236,461
1895,1053
1886,889
479,276
1979,1942
113,1643
510,485
171,306
172,1360
691,1850
1316,1193
1628,1795
643,1376
1529,1376
1460,779
1298,1445
root,695
590,603
1412,1051
319,1051
528,617
1276,1408
1318,1408
741,1941
1073,1369
722,1369
1566,291
945,845
1826,1265
355,1923
1198,1923
1485,78
212,1887
437,1887
331,56
328,56
11,1409
154,1517
1608,1517
337,1058
1932,1058
1672,1153
964,1745
1546,1794
773,469
1564,1098
1443,1350
223,1330
1808,868
1435,981
1658,1901
1153,1478
922,1478
971,746
1862,197
1658,1459
385,395
1420,395
1198,825
442,381
1624,381
1705,9
514,9
root,1840
root,1936
454,204
510,1344
580,813
1448,713
1231,713
174,1545
1809,1545
249,1035
519,810
1164,65
174,625
1658,888
249,888
679,644
982,1811
1268,1811
267,1811
1335,630
799,1700
814,1775
1579,616
649,348
812,418
12,837
1492,837
663,140
1643,885
954,885
260,1382
602,1701
1111,1469
1808,907
643,1730
1529,1730
1926,122
529,122
1672,358
1435,967
459,967
1199,1054
1389,1054
807,1064
1857,220
510,1556
1227,1556
933,1262
510,1262
1808,107
1783,855
1926,855
249,855
1231,1851
756,858
1598,1780
1562,1780
1258,985
581,1899
root,734
501,128
1973,1922
1549,273
131,273
846,1207
1658,54
743,1027
1614,1181
1447,59
1647,59
1443,563
172,1057
1618,1057
1024,1006
root,135
root,946
916,1719
1454,1719
1658,305
643,703
1529,703
875,535
110,535
root,1875
89,1877
791,1751
1647,1131
342,908
212,908
437,908
215,283
1278,283
939,652
896,1388
315,585
588,213
1109,213
1912,1367
1117,1615
1400,370
675,370
241,1197
1220,1378
677,1378
851,24
1900,1349
477,1549
1465,893
1975,573
1970,573
1853,1399
1938,1112
1734,1817
871,901
1567,777
340,777
1658,1551
477,686
root,571
1050,632
1621,1878
451,1878
1076,1377
1895,402
1705,1584
1924,1584
449,1584
300,1738
root,227
494,1966
1658,1866
1790,1630
16,1630
332,1630
1502,787
16,895
965,895
root,1188
1658,1997
226,1126
1220,1126
1192,1126
468,1126
1164,1531
915,1995
915,484
1658,862
249,862
1191,663
1946,341
203,424
1611,1261
1524,1261
609,1642
1761,974
1778,367
1018,1992
1637,43
1110,43
1100,209
17,1631
565,1318
503,621
799,515
1805,1052
1979,1052
1542,873
1826,579
527,581
1632,1178
1466,1178
248,1226
1389,187
root,1546
915,131
1635,634
476,1253
1563,1994
602,675
1124,675
205,1603
385,1338
340,1338
1254,1768
99,1436
1628,1436
743,1839
1282,1432
1433,1617
1153,914
349,1390
640,208
root,44
17,23
1227,1324
1916,1793
1704,1535
1799,1066
927,578
1298,462
1441,936
1364,460
507,460
1897,296
866,296
104,274
1658,141
249,141
691,660
921,111
566,620
1895,249
999,1
1799,1
1642,1932
1435,633
400,236
1164,1882
477,1882
172,69
208,69
1956,1102
1088,163
643,361
1529,361
1655,1525
275,1525
892,365
125,435
791,2
915,1487
1658,1534
1940,1582
788,191
169,798
1076,556
174,972
1781,1129
929,1323
1485,1323
1658,320
1371,60
root,661
1199,238
664,238
704,95
1692,1569
1324,1569
154,326
328,326
1702,1355
1347,991
1562,1533
1783,725
1799,340
1465,1321
363,426
45,85
1384,85
260,352
1918,352
667,859
1913,517
root,1210
468,677
1429,1842
834,1473
275,667
1194,1195
313,1799
1856,1154
1781,1749
300,761
249,761
916,1108
406,394
602,217
1474,796
369,1139
753,1789
994,118
142,1802
1926,965
510,965
385,1486
203,806
199,806
496,1598
84,1598
1635,1870
1709,1870
599,513
1609,1170
673,1170
1976,596
1443,790
16,790
1881,790
657,1200
870,1200
844,493
1538,1892
26,1072
1774,48
808,715
1117,572
1130,572
875,177
1579,311
698,311
1895,1548
1643,1548
426,224
276,1187
154,161
896,1616
741,557
1658,1659
904,298
761,298
1940,401
1698,739
1518,739
741,1580
1386,1363
1894,1366
1823,392
208,392
1975,861
1011,498
1953,73
root,966
1886,1819
560,212
1150,212
1608,210
1435,1945
324,561
442,1844
1324,1289
988,1865
1115,930
648,379
1562,828
1747,755
386,910
565,910
1658,1296
203,496
272,496
921,799
560,437
1150,437
1658,1283
862,1663
929,93
1567,552
1769,1699
1608,1699
476,321
1443,321
1485,975
1163,542
12,1849
566,22
1227,807
732,1258
1364,1258
1435,1505
570,1505
459,1505
1569,795
704,731
1628,1100
1901,1274
1777,211
1708,1673
627,1909
1111,1848
1774,1017
1614,1826
1021,508
1618,318
1153,318
1618,446
root,1634
1895,1888
1104,1888
1038,1632
1123,1632
97,403
1751,403
1172,522
1194,954
639,954
1614,1791
1030,1791
156,1791
1443,1293
313,1466
1112,1771
1016,1771
773,1930
1930,214
1773,214
741,1464
1932,145
1182,145
1872,404
706,404
root,80
741,728
1983,1311
1389,1985
1658,1885
1549,1772
1658,1739
1242,768
1783,611
1676,611
821,939
1937,1947
679,146
994,248
791,720
492,720
902,293
1123,293
996,784
11,784
153,1906
1708,1906
799,960
602,470
756,1554
741,1554
1445,764
1444,764
1194,1012
455,1012
154,519
594,519
1708,1827
1960,1424
879,1340
834,1340
1220,1664
1147,1664
1874,783
721,783
1232,783
1956,1540
965,1540
root,235
479,360
1053,360
1388,1081
476,705
1117,1268
869,1520
653,1520
131,17
1843,1460
1342,1846
1064,1846
1895,1281
1333,1785
510,1472
1476,225
477,225
714,1422
1431,1480
1765,1480
758,5
762,5
1099,5
732,742
819,742
1561,760
1501,1833
1826,66
1411,66
1956,636
249,36
433,139
1912,1042
779,1434
1567,690
1658,8
255,1841
1734,1841
1578,1016
267,1251
804,1251
203,1414
1153,1414
629,890
1123,774
722,534
1502,285
1766,1611
609,1611
954,1444
363,1465
root,618
879,192
171,1157
1705,492
602,911
1447,37
602,638
378,1542
629,816
1285,1225
1163,1523
1282,1602
410,546
286,546
486,1864
249,1864
171,1260
84,692
1562,692
1485,1179
1655,503
879,457
1400,1198
1199,841
1590,1869
788,1869
1926,1649
676,325
1590,1292
1628,1712
root,674
232,497
1579,497
609,1524
1509,1629
1735,1629
1658,1787
1443,852
256,1089
root,476
53,712
root,765
1321,84
1935,116
1588,116
1773,1430
1855,990
1872,990
1655,1662
529,1662
1658,176
1658,606
249,606
1635,775
208,898
root,830
328,1450
1801,1450
670,1137
1704,1653
313,1896
1579,429
604,382
1392,1165
1696,181
1934,1927
1867,1927
1465,1192
74,1750
root,1820
97,1000
430,1000
4,180
851,112
1427,112
536,112
58,1368
84,481
1262,1792
458,1957
1076,1957
1544,226
1153,1959
458,758
203,758
1509,1644
root,1014
1937,509
1282,569
1897,1190
705,363
1894,719
1897,38
866,38
112,1955
160,179
1153,1678
1194,801
1928,1127
1658,420
1153,1176
494,463
1658,368
1741,738
root,1128
389,1304
929,124
1076,1149
1123,1619
1110,359
921,173
1658,1689
496,1020
113,1119
1259,1119
915,987
328,1202
1658,491
679,1651
1708,605
922,836
350,1327
241,1986
773,11
61,1205
929,1205
1951,1686
1826,475
1658,1468
643,582
1233,40
1425,646
1083,1120
1746,696
1897,696
1937,1884
1658,1229
root,645
510,815
313,815
1970,592
260,641
1590,1743
1149,1743
1960,1160
1564,1718
1344,1284
458,886
915,886
1734,912
853,940
1900,988
97,282
1153,282
851,222
1477,222
242,1740
494,1740
426,1770
1443,1993
808,541
1706,1773
879,649
610,1754
667,1754
1538,387
267,802
324,927
741,354
611,354
1164,1756
807,1110
1926,833
711,833
251,1989
1111,1971
97,1971
317,619
1749,619
1988,737
377,757
89,584
1228,419
1420,1807
307,1806
647,190
756,1475
1433,1442
1383,568
142,554
959,1652
1359,1729
915,398
1063,278
1462,593
640,309
1443,567
1658,221
974,689
324,438
1550,1402
1538,681
597,682
336,400
1855,188
519,188
1208,304
1705,1500
1853,1679
1563,1140
288,1147
1330,1600
1770,1600
426,223
1210,919
1618,254
1621,117
171,117
1960,684
1208,375
1691,1173
1194,434
1769,434
896,49
991,1562
866,201
171,91
1208,896
412,896
1934,896
1164,1320
1708,70
477,1949
1562,1949
110,123
1495,123
1658,277
1564,1437
1462,1437
640,1132
1617,1605
154,622
611,270
114,1335
1465,1335
1076,1560
202,1004
337,1172
255,1951
1734,1951
1208,1976
249,1976
1017,196
1495,196
834,735
1928,1084
1895,1543
213,230
375,230
865,1928
413,1928
388,1167
1314,1861
1642,1861
1117,1861
741,656
1033,656
566,1241
834,1547
1352,1547
1970,1034
741,1223
1694,1305
root,1894
267,1236
788,887
1709,1028
707,1028
564,32
840,32
1164,152
412,152
1960,1203
1658,1694
1618,1397
1462,1397
1658,925
72,553
492,1563
1501,1048
412,83
1934,83
492,83
1030,1411
root,1735
104,1013
704,199
705,199
389,104
1853,33
186,33
412,287
1956,287
1934,287
389,428
182,903
1646,903
1321,76
1562,76
1896,443
1783,257
315,198
root,1979
1658,1135
227,524
171,388
1194,1767
1894,1767
72,266
1926,614
1038,614
1897,1660
1895,50
1658,1596
756,1334
728,1334
1926,1753
1705,1507
449,1507
1692,1217
614,1217
455,1217
1420,1243
433,1310
1629,1332
649,937
1396,1690
309,1156
742,1796
866,824
102,18
1220,1815
1928,1032
1749,408
1163,1907
492,336
97,1918
1564,528
514,528
1443,1099
1465,1099
1138,63
1297,1091
879,1915
614,1724
1567,1462
1278,1462
275,351
1207,1180
740,1118
1018,1867
458,144
172,740
1708,740
234,436
1794,92
1872,253
834,928
1094,928
1476,1075
1590,1075
208,295
213,1904
root,822
1658,474
1220,1684
1794,1684
1934,1757
705,1757
486,1813
1306,207
879,1426
1427,1919
1423,867
340,668
915,268
649,268
1022,134
478,134
1525,1218
649,1218
915,1854
633,1854
1658,747
788,1987
741,1987
676,1272
1387,1082
1443,1641
97,1641
414,872
1492,362
640,362
root,527
1623,631
1375,631
879,1423
1694,1423
1099,883
1794,1871
316,1816
599,1816
270,64
1333,1728
97,1555
240,693
1623,1552
1749,1315
1580,1395
190,970
1658,748
315,1300
1658,47
335,482
1398,1553
1273,986
1439,643
102,1908
851,1152
209,1152
788,884
566,1134
1370,127
1970,127
360,1835
1775,1711
102,1687
1623,924
512,1214
102,1267
683,881
875,1574
1658,1491
33,1398
1123,247
1056,1944
1623,1944
315,245
812,245
727,357
1828,1353
1694,1215
609,314
943,314
1007,453
610,1452
275,1452
301,850
1485,86
355,1122
1805,409
1482,1713
203,15
834,422
331,1488
1123,1488
678,1608
315,1589
1140,1404
741,1836
root,417
1774,1384
560,1383
560,594
1796,718
1120,129
1474,246
1942,1455
1321,272
1005,623
root,1658
129,909
1774,707
root,956
241,1294
1658,164
1091,1301
125,450
1872,450
1263,1721
458,969
590,969
1484,1341
1560,1341
1713,1405
1658,472
564,1759
370,1759
315,1762
915,1184
882,1688
1435,1688
1727,1023
1942,1023
root,1893
1524,1812
916,1504
920,730
1862,1495
1722,464
1123,464
678,1514
741,186
270,186
1658,186
1549,1731
1690,1731
983,120
631,120
1944,120
1541,120
1423,244
1658,1076
1623,1541
624,29
1697,1838
1629,1295
84,665
1562,665
1658,723
857,723
1658,1071
337,586
275,1406
1607,1406
1503,1587
1153,1587
532,57
1658,750
1911,750
700,750
root,138
1384,1648
1231,1222
1742,1818
1994,1818
582,1299
727,101
1485,1221
798,284
1658,1325
773,1264
929,89
1562,89
1978,292
315,1169
114,399
1937,82
1481,1483
143,421
1249,1607
973,1607
1485,1607
1425,1645
1384,1645
1183,1666
root,473
1474,1234
1932,1568
1007,160
1710,160
1932,160
1579,108
503,1733
1727,1916
1979,1916
1441,662
1569,1859
1658,1308
526,687
542,430
1412,356
828,1675
1697,1097
1396,672
1664,550
270,589
1080,803
1794,976
84,1204
89,1204
1080,489
1623,716
1932,716
933,549
1474,1351
1317,604
1466,1317
477,767
1794,767
916,1879
1655,1933
879,1454
1263,1680
1658,1744
1658,1069
851,1245
1477,1245
1147,1570
1211,1732
317,1732
1178,551
315,126
946,1372
1459,1372
1794,1677
1602,1677
1305,992
1700,530
1398,1920
1123,194
1835,194
1784,1763
659,1763
1658,1356
414,1493
1658,1736
1484,1516
898,1141
574,1536
1464,1536
1988,105
1518,1912
1911,1912
1658,1189
root,669
924,189
1655,1665
1761,1624
741,1758
916,785
1011,877
834,1996
1658,1347
742,1373
1305,1373
1783,958
102,87
1658,431
1658,1419
1658,516
1524,961
1658,1670
1970,466
241,1967
218,685
1929,685
1617,345
1139,345
560,441
1929,441
1024,346
1658,1929
857,1929
1658,1146
1292,1583
14,1797
1033,1797
1537,591
1794,591
609,1594
1895,1594
1724,1508
888,380
730,380
1658,1506
1658,465
1263,1078
614,1825
788,1825
455,1825
root,322
1742,772
1978,1328
1658,963
1658,1161
1658,1558
1983,1105
905,1105
870,1105
982,1105
