1317,3002,2374,2494
1318,2695,2366,1947
1321,2128,1806,1074
1322,16782,15734,7693
1324,1828,1825,1658
1329,2230,1466,1689
1330,4627,2775,2679
1331,10128,9609,3463
1335,2485,1229,1265
1337,2034,2033,2020
1338,2629,2518,2241
1342,1835,1786,1630
1344,1987,1951,1949
1347,2209,2209,1796
1352,4604,4176,3430
1359,2515,2178,2476
1360,2222,2187,1908
1361,5552,5427,4410
1362,3045,2781,1578
1364,3773,3165,3453
1370,4720,4466,4643
1371,2958,2943,1844
1375,4279,4269,3450
1379,2914,2706,2472
1380,3985,1358,3213
1383,2250,1822,2061
1384,2983,2855,326
1386,13684,10281,9915
1387,5650,5649,5202
1388,1875,863,1762
1389,5237,3002,2985
1392,9819,6774,8174
1393,4854,2858,3993
1396,2038,1157,1321
1398,4069,2182,2810
1400,2582,1867,1353
1411,2313,2297,2214
1412,6484,4687,4450
1418,5118,2005,4575
1420,3904,2758,2309
1422,2997,1896,2177
1423,12622,6630,10638
1425,4626,1818,4260
1427,2848,2170,1301
1429,2780,1462,2391
1431,3401,2438,1341
1435,16604,16495,10682
1439,8581,8463,2505
1443,49428,47547,34791
1444,3027,1955,2545
1445,2875,2149,2561
1446,12513,12496,7499
1447,2287,1667,1863
1448,6915,3952,6708
1450,1789,1121,1762
1453,2646,2597,2033
1454,11484,8047,11384
1456,7923,6753,6493
1457,1833,1776,1534
1459,2381,2381,2220
1460,2138,1801,2098
1462,3711,1861,3194
1464,2505,1804,2435
1465,3324,1521,3075
1466,3097,2419,2450
1470,2050,2038,1810
1472,3053,2972,1483
1474,11748,9943,7561
1476,7372,4347,4224
1477,5741,5532,4299
1481,4644,3253,4288
1482,2969,655,2330
1484,1874,838,1847
1485,6318,5139,6156
1492,4839,4837,4029
1495,1970,1726,1891
1500,1882,1861,986
1502,4837,3366,3007
1509,4129,3586,2814
1515,4130,3395,3166
1524,2839,2414,2598
1525,2292,1291,1695
1526,2436,1614,2378
1529,10193,8192,3303
1535,1875,1555,1788
1537,2626,2366,2462
1538,2616,2103,2127
1541,6116,2880,4436
1542,2076,1414,1911
1544,5948,5168,4426
1545,3046,1142,2953
1548,1956,1867,1493
1549,4411,4275,3916
1550,2571,1279,790
1557,3593,3214,2791
1560,1902,1772,481
1561,2332,2251,1488
1562,14416,13791,4669
1563,1922,985,1832
1564,12901,12477,6580
1566,2159,714,1602
1567,8378,7117,6052
1569,2599,1997,2047
1571,2084,1978,1885
1578,2049,2028,1662
1579,18790,16643,9863
1580,2928,2146,2921
1586,8561,6657,3260
1587,7855,6573,5283
1588,2042,1541,2015
1590,3453,2147,2860
1598,3580,2465,2802
1602,3763,3605,3579
1604,3792,3540,2948
1607,1782,1243,1778
1608,8998,8922,8760
1609,12408,12319,12081
1610,1855,927,1771
1611,2604,1712,2535
1614,1879,1442,1584
1616,2080,1129,1943
1617,1863,1861,1257
1618,9372,8760,5582
1621,15449,14552,8155
1623,12219,9919,6223
1624,1857,1510,1722
1628,4165,4164,1849
1629,1942,1115,1201
1632,7996,3782,6546
1635,17806,17091,3924
1637,4022,2852,3314
1638,2163,2136,2124
1639,2463,2170,1818
1642,3948,3028,2997
1643,3000,2946,1994
1646,4074,3958,3504
1647,2730,2320,1856
1650,2293,1816,2266
1655,12968,9209,8272
1664,1994,1042,1612
1672,5520,4569,2139
1674,2575,2472,1943
1676,2844,2645,2541
1683,2421,2172,2411
1687,1998,1963,1961
1690,2098,685,1875
1691,4602,4562,3768
1692,4089,2299,3937
1694,4956,4956,4753
1696,3487,1804,2338
1698,2332,1939,2246
1700,3821,3651,2375
1701,1967,1304,1956
1702,2199,1453,1633
1704,13579,13420,5954
1705,19049,19042,10059
1706,3829,3484,1382
1707,2776,925,2567
1708,2186,2107,1504
1709,19165,18712,9641
1710,2810,2810,1488
1712,2784,2757,2007
1713,1801,472,1712
1714,2657,2254,2406
1722,3118,2843,2393
1723,2267,1914,2226
1724,2625,1559,1990
1725,1895,1209,1621
1727,7082,6313,3186
1729,2134,2059,2129
1734,11000,10351,6804
1741,3353,3240,1722
1742,12755,9586,8013
1746,3137,3027,2125
1747,2137,1097,1405
1749,10757,10189,8974
1751,5064,4791,2676
1758,2196,1072,2140
1761,11239,9884,6792
1764,2863,2860,2733
1765,5510,3054,4322
1766,5955,5485,5480
1769,7174,5343,4856
1770,3062,2132,1364
1773,2040,1263,1897
1774,1796,1378,1577
1775,2137,1676,1915
1777,2892,2215,2566
1778,10205,3878,8400
1781,8589,7172,3566
1782,3750,3750,2428
1783,66259,65972,35934
1784,4008,2423,2793
1789,2085,770,1589
1790,2732,2486,2275
1792,2148,1904,657
1794,2154,1974,2073
1795,2288,1919,1818
1796,2545,1864,2327
1799,4184,3486,2213
1801,2732,2258,2218
1805,4370,3985,2080
1808,2309,1896,2298
1809,6753,5187,5580
1811,2220,1611,1687
1815,1758,1757,1562
1823,3147,2278,2578
1826,7258,5830,5669
1828,5820,3373,4239
1829,2017,1776,909
1831,2146,1878,1851
1835,3028,2853,2316
1837,3814,2470,3492
1843,4086,3587,3258
1853,8878,5747,7464
1855,3754,3138,2799
1856,6903,6747,5116
1857,4577,4437,3588
1862,5120,4569,3564
1867,2577,2496,2323
1870,2381,962,2346
1872,7311,7264,5431
1873,1952,1951,1282
1874,3943,3048,1667
1876,4020,2399,3653
1880,2735,770,2417
1881,5612,4813,5338
1883,5390,3791,3447
1886,2069,1997,1957
1895,3722,3610,2670
1896,4588,3155,4320
1897,8518,8072,4323
1900,13355,9103,10809
1901,1982,1982,1605
1911,2733,2679,1708
1912,2581,1804,1740
1913,2119,1541,1748
1916,2380,1553,2020
1918,1946,1841,1714
1919,2511,2337,2375
1922,2204,1516,1995
1926,20764,20750,13559
1928,1918,1456,640
1929,8435,8229,8237
1930,6688,2239,6213
1932,4743,4176,3340
1934,11296,8455,10630
1935,1866,1034,1226
1937,7146,5171,3060
1938,4218,3546,2418
1940,2741,2575,1933
1942,5719,4964,1909
1944,4544,2019,3668
1946,2531,2266,1690
1950,3451,2835,2225
1951,2214,887,1231
1953,8557,8140,4381
1956,10429,8371,7975
1959,2139,1781,708
1960,17645,17088,12629
1963,4446,3748,3499
1964,1850,1541,1700
1970,27486,19588,11319
1973,3008,2809,1989
1976,1933,743,1836
1977,4770,4639,2984
1981,1918,1882,1661
1983,4361,3241,3039
1988,9423,8953,7750
1994,2087,1596,1914
1997,2707,2706,2707
